SFPW_archive_dump_31May2024_LabID,Duplicates,Flags,FIELDID,Animal_ID,Stage_Class,Cruise,Platform,Shipper,Shipper_Organization,Shipped_Date,Received_Date,Collection_Method,Contact_ID,CONTACT_NAME,Organization_ID,Organization,Collector,Collector_Organization,Acknowledgement,Label,LAB,Species_ID,SpCode,SpType,Species_Type,SpName,Genus,Species,CommonName,SubSpecies,Species_Determ_List,USE,Restrict_Description,Date_Collected,YR,MO,DA,Location,City,Island,County,State,Country,Latitude,Latitude_Precision,Latitude_Precision_Unit,Longitude,Longitude_Precision,Longitude_Precision_Unit,OBasin,Ocean_Basin,SEX,Gender_Determination,ACCESSIONDATE,Repository_Numbers,SFPW_archive_dump_31May2024_Comments,SFPW_archive_dump_31May2024_Record_Creation_Date,SFPW_archive_dump_31May2024_Edit_User,SFPW_archive_dump_31May2024_Edit_Date,SFPW_DIDs_D_ID,dbo_vw_DNA_Storage_LabID,CellStatus,Freezer,Freezer_Description,Rack,Box,Row,Column,T_ID,DNAInStock,DNA_Type,DQuant,DQuant_Description,CheckedOut,Checked_Out_By,Checked_Out_For,dbo_vw_DNA_Storage_Comments,Batch_.,Extracted_By,Extraction_Date,Extraction_Comments,InventoryDate,Inventory_Tech,Accession_Date,dbo_vw_DNA_Storage_Edit_User,dbo_vw_DNA_Storage_Edit_Date,dbo_vw_DNA_Storage_Record_Creation_Date,Concentration_ID,dbo_vw_DNA_Concentration_D_ID,Quantification_Date,Done_by_Name,Equipment_Method,Concentration_ng_ul,Concentration_260_280,Concentration_260_230,Quantity_Copies,Assay,dbo_vw_DNA_Concentration_Comments,dbo_vw_DNA_Concentration_Edit_User,dbo_vw_DNA_Concentration_Edit_Date,dbo_vw_DNA_Concentration_Record_Creation_Date
16048,,,DSJ991008.13,193413,,1999-STAR-DSJ,,,,,,BIOPSY (PROJECTILE),603,LISA Ballance,1,SWFSC,,,"Southwest Fisheries Science Center, National Marine Fisheries Service, La Jolla, CA",,ARC,36,036,C,CETACEA,G mac,Globicephala,macrorhynchus,Short-finned pilot whale,,,N,,10/08/1999,1999,10,8,,,,,,COSTA RICA,8.333333,1,Minute,-83.75,1,Minute,1,North Pacific,M,Molecular determination: SRY method,6/28/2000 0:00:00,,use restriction changed to NO in 2020 due to Ballance retirement; contact E. Archer if questions,5/31/12,dan.prosperi,4/10/24,1166,16048,1,F1,"-80C upright freezer, Marine Mammal and Turtle DNA",1,15,D,5,,Y,Genomic DNA,4,>50ul,N,,,,,,,,10/18/05,Gabriela Serra-Valente,,Dan Prosperi,7/2/12,6/28/12,584,1166,,,,368,,,,,,Dan Prosperi,5/19/14,5/19/14
16049,,,DSJ991008.14,193414,,1999-STAR-DSJ,,,,,,BIOPSY (PROJECTILE),603,LISA Ballance,1,SWFSC,,,"Southwest Fisheries Science Center, National Marine Fisheries Service, La Jolla, CA",,ARC,36,036,C,CETACEA,G mac,Globicephala,macrorhynchus,Short-finned pilot whale,,,N,,10/08/1999,1999,10,8,,,,,,COSTA RICA,8.333333,1,Minute,-83.75,1,Minute,1,North Pacific,M,Molecular determination: SRY method,6/28/2000 0:00:00,,use restriction changed to NO in 2020 due to Ballance retirement; contact E. Archer if questions,5/31/12,dan.prosperi,4/10/24,1167,16049,1,F1,"-80C upright freezer, Marine Mammal and Turtle DNA",1,15,D,6,,Y,Genomic DNA,3,>25ul and <=50ul,N,,,,,,,,10/18/05,Gabriela Serra-Valente,,Dan Prosperi,7/2/12,6/28/12,585,1167,,,,233,,,,,,Dan Prosperi,5/19/14,5/19/14
16050,,,DSJ991008.15,193415,,1999-STAR-DSJ,,,,,,BIOPSY (PROJECTILE),603,LISA Ballance,1,SWFSC,,,"Southwest Fisheries Science Center, National Marine Fisheries Service, La Jolla, CA",,ARC,36,036,C,CETACEA,G mac,Globicephala,macrorhynchus,Short-finned pilot whale,,,N,,10/08/1999,1999,10,8,,,,,,COSTA RICA,8.333333,1,Minute,-83.75,1,Minute,1,North Pacific,M,Molecular determination: SRY method,6/28/2000 0:00:00,,use restriction changed to NO in 2020 due to Ballance retirement; contact E. Archer if questions,5/31/12,dan.prosperi,4/10/24,1168,16050,1,F1,"-80C upright freezer, Marine Mammal and Turtle DNA",1,15,D,7,,Y,Genomic DNA,3,>25ul and <=50ul,N,,,,,,,,10/18/05,Gabriela Serra-Valente,,Dan Prosperi,7/2/12,6/28/12,586,1168,,,,295,,,,,,Dan Prosperi,5/19/14,5/19/14
16051,,,DSJ991008.16,193416,,1999-STAR-DSJ,,,,,,BIOPSY (PROJECTILE),603,LISA Ballance,1,SWFSC,,,"Southwest Fisheries Science Center, National Marine Fisheries Service, La Jolla, CA",,ARC,36,036,C,CETACEA,G mac,Globicephala,macrorhynchus,Short-finned pilot whale,,,N,,10/08/1999,1999,10,8,,,,,,COSTA RICA,8.333333,1,Minute,-83.75,1,Minute,1,North Pacific,F,Molecular determination: SRY method,6/28/2000 0:00:00,,use restriction changed to NO in 2020 due to Ballance retirement; contact E. Archer if questions,5/31/12,dan.prosperi,4/10/24,1169,16051,1,F1,"-80C upright freezer, Marine Mammal and Turtle DNA",1,15,D,8,,Y,Genomic DNA,4,>50ul,N,,,,,,,,10/18/05,Gabriela Serra-Valente,,Dan Prosperi,7/2/12,6/28/12,587,1169,,,,175,,,,,,Dan Prosperi,5/19/14,5/19/14
16052,,,DSJ991008.17,193417,,1999-STAR-DSJ,,,,,,BIOPSY (PROJECTILE),603,LISA Ballance,1,SWFSC,,,"Southwest Fisheries Science Center, National Marine Fisheries Service, La Jolla, CA",,ARC,36,036,C,CETACEA,G mac,Globicephala,macrorhynchus,Short-finned pilot whale,,,N,,10/08/1999,1999,10,8,,,,,,COSTA RICA,8.333333,1,Minute,-83.75,1,Minute,1,North Pacific,F,Molecular determination: SRY method,6/28/2000 0:00:00,,use restriction changed to NO in 2020 due to Ballance retirement; contact E. Archer if questions,5/31/12,dan.prosperi,4/10/24,1170,16052,1,F1,"-80C upright freezer, Marine Mammal and Turtle DNA",1,15,D,9,,Y,Genomic DNA,3,>25ul and <=50ul,N,,,,,,,,10/18/05,Gabriela Serra-Valente,,Dan Prosperi,7/2/12,6/28/12,588,1170,,,,368,,,,,,Dan Prosperi,5/19/14,5/19/14
16056,,,DSJ991020.01,193421,,1999-STAR-DSJ,,,,,,BIOPSY (PROJECTILE),603,LISA Ballance,1,SWFSC,,,"Southwest Fisheries Science Center, National Marine Fisheries Service, La Jolla, CA",,ARC,36,036,C,CETACEA,G mac,Globicephala,macrorhynchus,Short-finned pilot whale,,,N,,10/20/1999,1999,10,20,,,,,,IMPORT FROM SEA (INTERNATIONAL WATERS),-8.8,1,Minute,-95.6,1,Minute,4,South Pacific,M,Molecular determination: SRY method,6/28/2000 0:00:00,,use restriction changed to NO in 2020 due to Ballance retirement; contact E. Archer if questions,5/31/12,dan.prosperi,4/10/24,1171,16056,1,F1,"-80C upright freezer, Marine Mammal and Turtle DNA",1,15,E,1,,Y,Genomic DNA,4,>50ul,N,,,,,,,,10/18/05,Gabriela Serra-Valente,,Gabriela Serra-Valente,7/13/16,6/28/12,589,1171,,,,110,,,,,,Dan Prosperi,5/19/14,5/19/14
16076,,,DSJ991105.01,193441,,1999-STAR-DSJ,,,,,,BIOPSY (PROJECTILE),603,LISA Ballance,1,SWFSC,,,"Southwest Fisheries Science Center, National Marine Fisheries Service, La Jolla, CA",,ARC,36,036,C,CETACEA,G mac,Globicephala,macrorhynchus,Short-finned pilot whale,,,N,,11/05/1999,1999,11,5,,,,,,IMPORT FROM SEA (INTERNATIONAL WATERS),-6.183333,1,Minute,-85.083333,1,Minute,4,South Pacific,M,Molecular determination: SRY method,6/28/2000 0:00:00,,use restriction changed to NO in 2020 due to Ballance retirement; contact E. Archer if questions,5/31/12,dan.prosperi,4/10/24,1172,16076,1,F1,"-80C upright freezer, Marine Mammal and Turtle DNA",1,15,E,2,,Y,Genomic DNA,4,>50ul,N,,,,,,,,10/18/05,Gabriela Serra-Valente,,Dan Prosperi,7/2/12,6/28/12,590,1172,,,,185,,,,,,Dan Prosperi,5/19/14,5/19/14
16077,,,DSJ991105.02,193442,,1999-STAR-DSJ,,,,,,BIOPSY (PROJECTILE),603,LISA Ballance,1,SWFSC,,,"Southwest Fisheries Science Center, National Marine Fisheries Service, La Jolla, CA",,ARC,36,036,C,CETACEA,G mac,Globicephala,macrorhynchus,Short-finned pilot whale,,,N,,11/05/1999,1999,11,5,,,,,,IMPORT FROM SEA (INTERNATIONAL WATERS),-6.183333,1,Minute,-85.083333,1,Minute,4,South Pacific,F,Molecular determination: SRY method,6/28/2000 0:00:00,,NO EXT SHEET FILED.  use restriction changed to NO in 2020 due to Ballance retirement; contact E. Archer if questions,5/31/12,dan.prosperi,4/10/24,1173,16077,1,F1,"-80C upright freezer, Marine Mammal and Turtle DNA",1,15,E,3,,Y,Genomic DNA,4,>50ul,N,,,,,,,,10/18/05,Gabriela Serra-Valente,,Dan Prosperi,7/2/12,6/28/12,591,1173,,,,255,,,,,,Dan Prosperi,5/19/14,5/19/14
16078,,,DSJ991105.03,193443,,1999-STAR-DSJ,,,,,,BIOPSY (PROJECTILE),603,LISA Ballance,1,SWFSC,,,"Southwest Fisheries Science Center, National Marine Fisheries Service, La Jolla, CA",,ARC,36,036,C,CETACEA,G mac,Globicephala,macrorhynchus,Short-finned pilot whale,,,N,,11/05/1999,1999,11,5,,,,,,IMPORT FROM SEA (INTERNATIONAL WATERS),-6.183333,1,Minute,-85.083333,1,Minute,4,South Pacific,M,Molecular determination: SRY method,6/28/2000 0:00:00,,use restriction changed to NO in 2020 due to Ballance retirement; contact E. Archer if questions,5/31/12,dan.prosperi,4/10/24,1174,16078,1,F1,"-80C upright freezer, Marine Mammal and Turtle DNA",1,15,E,4,,Y,Genomic DNA,4,>50ul,N,,,,,,,,10/18/05,Gabriela Serra-Valente,,Dan Prosperi,7/2/12,6/28/12,592,1174,,,,208,,,,,,Dan Prosperi,5/19/14,5/19/14
16079,,,DSJ991105.04,193444,,1999-STAR-DSJ,,,,,,BIOPSY (PROJECTILE),603,LISA Ballance,1,SWFSC,,,"Southwest Fisheries Science Center, National Marine Fisheries Service, La Jolla, CA",,ARC,36,036,C,CETACEA,G mac,Globicephala,macrorhynchus,Short-finned pilot whale,,,N,,11/05/1999,1999,11,5,,,,,,IMPORT FROM SEA (INTERNATIONAL WATERS),-6.183333,1,Minute,-85.083333,1,Minute,4,South Pacific,F,Molecular determination: SRY method,6/28/2000 0:00:00,,use restriction changed to NO in 2020 due to Ballance retirement; contact E. Archer if questions,5/31/12,dan.prosperi,4/10/24,1175,16079,1,F1,"-80C upright freezer, Marine Mammal and Turtle DNA",1,15,E,5,,Y,Genomic DNA,3,>25ul and <=50ul,N,,,,,,,,10/18/05,Gabriela Serra-Valente,,Gabriela Serra-Valente,5/5/17,6/28/12,593,1175,,,,130,,,,,,Dan Prosperi,5/19/14,5/19/14
16080,,,DSJ991105.05,193445,,1999-STAR-DSJ,,,,,,BIOPSY (PROJECTILE),603,LISA Ballance,1,SWFSC,,,"Southwest Fisheries Science Center, National Marine Fisheries Service, La Jolla, CA",,ARC,36,036,C,CETACEA,G mac,Globicephala,macrorhynchus,Short-finned pilot whale,,,N,,11/05/1999,1999,11,5,,,,,,IMPORT FROM SEA (INTERNATIONAL WATERS),-6.183333,1,Minute,-85.083333,1,Minute,4,South Pacific,F,Molecular determination: SRY method,6/28/2000 0:00:00,,use restriction changed to NO in 2020 due to Ballance retirement; contact E. Archer if questions,5/31/12,dan.prosperi,4/10/24,1176,16080,1,F1,"-80C upright freezer, Marine Mammal and Turtle DNA",1,15,E,6,,Y,Genomic DNA,4,>50ul,N,,,,,,,,10/18/05,Gabriela Serra-Valente,,Dan Prosperi,7/2/12,6/28/12,594,1176,,,,78,,,,,,Dan Prosperi,5/19/14,5/19/14
16081,,,DSJ991105.06,193446,,1999-STAR-DSJ,,,,,,BIOPSY (PROJECTILE),603,LISA Ballance,1,SWFSC,,,"Southwest Fisheries Science Center, National Marine Fisheries Service, La Jolla, CA",,ARC,36,036,C,CETACEA,G mac,Globicephala,macrorhynchus,Short-finned pilot whale,,,N,,11/05/1999,1999,11,5,,,,,,IMPORT FROM SEA (INTERNATIONAL WATERS),-6.183333,1,Minute,-85.083333,1,Minute,4,South Pacific,F,Molecular determination: SRY method,6/28/2000 0:00:00,,use restriction changed to NO in 2020 due to Ballance retirement; contact E. Archer if questions,5/31/12,dan.prosperi,4/10/24,1177,16081,1,F1,"-80C upright freezer, Marine Mammal and Turtle DNA",1,15,E,7,,Y,Genomic DNA,4,>50ul,N,,,,,,,,10/18/05,Gabriela Serra-Valente,,Dan Prosperi,7/2/12,6/28/12,595,1177,,,,263,,,,,,Dan Prosperi,5/19/14,5/19/14
16082,,,DSJ991105.07,193447,,1999-STAR-DSJ,,,,,,BIOPSY (PROJECTILE),603,LISA Ballance,1,SWFSC,,,"Southwest Fisheries Science Center, National Marine Fisheries Service, La Jolla, CA",,ARC,36,036,C,CETACEA,G mac,Globicephala,macrorhynchus,Short-finned pilot whale,,,N,,11/05/1999,1999,11,5,,,,,,IMPORT FROM SEA (INTERNATIONAL WATERS),-6.183333,1,Minute,-85.083333,1,Minute,4,South Pacific,F,Molecular determination: SRY method,6/28/2000 0:00:00,,use restriction changed to NO in 2020 due to Ballance retirement; contact E. Archer if questions,5/31/12,dan.prosperi,4/10/24,1178,16082,1,F1,"-80C upright freezer, Marine Mammal and Turtle DNA",1,15,E,8,,Y,Genomic DNA,4,>50ul,N,,,,,,,,10/18/05,Gabriela Serra-Valente,,Dan Prosperi,7/2/12,6/28/12,596,1178,,,,183,,,,,,Dan Prosperi,5/19/14,5/19/14
16083,,,DSJ991105.08,193448,,1999-STAR-DSJ,,,,,,BIOPSY (PROJECTILE),603,LISA Ballance,1,SWFSC,,,"Southwest Fisheries Science Center, National Marine Fisheries Service, La Jolla, CA",,ARC,36,036,C,CETACEA,G mac,Globicephala,macrorhynchus,Short-finned pilot whale,,,N,,11/05/1999,1999,11,5,,,,,,IMPORT FROM SEA (INTERNATIONAL WATERS),-6.183333,1,Minute,-85.083333,1,Minute,4,South Pacific,F,Molecular determination: SRY method,6/28/2000 0:00:00,,use restriction changed to NO in 2020 due to Ballance retirement; contact E. Archer if questions,5/31/12,dan.prosperi,4/10/24,1179,16083,1,F1,"-80C upright freezer, Marine Mammal and Turtle DNA",1,15,E,9,,Y,Genomic DNA,4,>50ul,N,,,,,,,,10/18/05,Gabriela Serra-Valente,,Dan Prosperi,7/2/12,6/28/12,597,1179,,,,150,,,,,,Dan Prosperi,5/19/14,5/19/14
16167,,,DSJ991124.06,193532,,1999-STAR-DSJ,,,,,,BIOPSY (PROJECTILE),603,LISA Ballance,1,SWFSC,,,"Southwest Fisheries Science Center, National Marine Fisheries Service, La Jolla, CA",,ARC,36,036,C,CETACEA,G mac,Globicephala,macrorhynchus,Short-finned pilot whale,,,N,,11/24/1999,1999,11,24,,,,,,MEXICO,8.45,1,Minute,-94.75,1,Minute,1,North Pacific,F,Molecular determination: SRY method,6/28/2000 0:00:00,,use restriction changed to NO in 2020 due to Ballance retirement; contact E. Archer if questions,5/31/12,dan.prosperi,4/10/24,1180,16167,1,F1,"-80C upright freezer, Marine Mammal and Turtle DNA",1,15,F,1,16275,Y,Genomic DNA,4,>50ul,N,,,,,,,,10/18/05,Gabriela Serra-Valente,,Gabriela Serra-Valente,7/13/16,6/28/12,598,1180,,,,190,,,,,,Dan Prosperi,5/19/14,5/19/14
16168,,,DSJ991124.07,193533,,1999-STAR-DSJ,,,,,,BIOPSY (PROJECTILE),603,LISA Ballance,1,SWFSC,,,"Southwest Fisheries Science Center, National Marine Fisheries Service, La Jolla, CA",,ARC,36,036,C,CETACEA,G mac,Globicephala,macrorhynchus,Short-finned pilot whale,,,N,,11/24/1999,1999,11,24,,,,,,MEXICO,8.45,1,Minute,-94.75,1,Minute,1,North Pacific,F,Molecular determination: SRY method,6/28/2000 0:00:00,,use restriction changed to NO in 2020 due to Ballance retirement; contact E. Archer if questions,5/31/12,dan.prosperi,4/10/24,1181,16168,1,F1,"-80C upright freezer, Marine Mammal and Turtle DNA",1,15,F,2,16276,Y,Genomic DNA,4,>50ul,N,,,,,,,,10/18/05,Gabriela Serra-Valente,,Dan Prosperi,7/2/12,6/28/12,599,1181,,,,255,,,,,,Dan Prosperi,5/19/14,5/19/14
17970,,,DSJ000801.01,194270,,2000-STAR-DSJ,,,,,,BIOPSY (PROJECTILE),603,LISA Ballance,1,SWFSC,,,"Southwest Fisheries Science Center, National Marine Fisheries Service, La Jolla, CA",,ARC,36,036,C,CETACEA,G mac,Globicephala,macrorhynchus,Short-finned pilot whale,,,N,,08/01/2000,2000,8,1,,,,,,MEXICO,26.916666,1,Minute,-114.783333,1,Minute,1,North Pacific,F,Molecular determination: SRY method,12/21/2000 0:00:00,,use restriction changed to NO in 2020 due to Ballance retirement; contact E. Archer if questions,5/31/12,dan.prosperi,4/10/24,1182,17970,1,F1,"-80C upright freezer, Marine Mammal and Turtle DNA",1,15,F,3,17879,Y,Genomic DNA,2,>10ul and <=25ul,N,,,,,,,,10/18/05,Gabriela Serra-Valente,,Dan Prosperi,7/2/12,6/28/12,600,1182,,,,335,,,,,,Dan Prosperi,5/19/14,5/19/14
17971,,,DSJ000801.02,194271,,2000-STAR-DSJ,,,,,,BIOPSY (PROJECTILE),603,LISA Ballance,1,SWFSC,,,"Southwest Fisheries Science Center, National Marine Fisheries Service, La Jolla, CA",,ARC,36,036,C,CETACEA,G mac,Globicephala,macrorhynchus,Short-finned pilot whale,,,N,,08/01/2000,2000,8,1,,,,,,MEXICO,26.916666,1,Minute,-114.783333,1,Minute,1,North Pacific,M,Molecular determination: SRY method,12/21/2000 0:00:00,,use restriction changed to NO in 2020 due to Ballance retirement; contact E. Archer if questions,5/31/12,dan.prosperi,4/10/24,1183,17971,1,F1,"-80C upright freezer, Marine Mammal and Turtle DNA",1,15,F,4,17880,Y,Genomic DNA,,,N,,,,,,,,10/18/05,Gabriela Serra-Valente,,Dan Prosperi,7/2/12,6/28/12,601,1183,,,,490,,,,,,Dan Prosperi,5/19/14,5/19/14
17972,,,DSJ000801.03,194272,,2000-STAR-DSJ,,,,,,BIOPSY (PROJECTILE),603,LISA Ballance,1,SWFSC,,,"Southwest Fisheries Science Center, National Marine Fisheries Service, La Jolla, CA",,ARC,36,036,C,CETACEA,G mac,Globicephala,macrorhynchus,Short-finned pilot whale,,,N,,08/01/2000,2000,8,1,,,,,,MEXICO,26.916666,1,Minute,-114.783333,1,Minute,1,North Pacific,U,,12/21/2000 0:00:00,,use restriction changed to NO in 2020 due to Ballance retirement; contact E. Archer if questions,5/31/12,dan.prosperi,4/10/24,1184,17972,1,F1,"-80C upright freezer, Marine Mammal and Turtle DNA",1,15,F,5,17881,Y,Genomic DNA,4,>50ul,N,,,,,,,,10/18/05,Gabriela Serra-Valente,,Dan Prosperi,7/2/12,6/28/12,602,1184,,,,40,,,,,,Dan Prosperi,5/19/14,5/19/14
17973,,,DSJ000801.04,194273,,2000-STAR-DSJ,,,,,,BIOPSY (PROJECTILE),603,LISA Ballance,1,SWFSC,,,"Southwest Fisheries Science Center, National Marine Fisheries Service, La Jolla, CA",,ARC,36,036,C,CETACEA,G mac,Globicephala,macrorhynchus,Short-finned pilot whale,,,N,,08/01/2000,2000,8,1,,,,,,MEXICO,26.916666,1,Minute,-114.783333,1,Minute,1,North Pacific,F,Molecular determination: SRY method,12/21/2000 0:00:00,,use restriction changed to NO in 2020 due to Ballance retirement; contact E. Archer if questions,5/31/12,dan.prosperi,4/10/24,1185,17973,1,F1,"-80C upright freezer, Marine Mammal and Turtle DNA",1,15,F,6,17882,Y,Genomic DNA,4,>50ul,N,,,,,,,,10/18/05,Gabriela Serra-Valente,,Dan Prosperi,7/2/12,6/28/12,603,1185,,,,265,,,,,,Dan Prosperi,5/19/14,5/19/14
17974,,,DSJ000801.05,194274,,2000-STAR-DSJ,,,,,,BIOPSY (PROJECTILE),603,LISA Ballance,1,SWFSC,,,"Southwest Fisheries Science Center, National Marine Fisheries Service, La Jolla, CA",,ARC,36,036,C,CETACEA,G mac,Globicephala,macrorhynchus,Short-finned pilot whale,,,N,,08/01/2000,2000,8,1,,,,,,MEXICO,26.916666,1,Minute,-114.783333,1,Minute,1,North Pacific,F,Molecular determination: SRY method,12/21/2000 0:00:00,,use restriction changed to NO in 2020 due to Ballance retirement; contact E. Archer if questions,5/31/12,dan.prosperi,4/10/24,1186,17974,1,F1,"-80C upright freezer, Marine Mammal and Turtle DNA",1,15,F,7,17883,Y,Genomic DNA,3,>25ul and <=50ul,N,,,,,,,,10/18/05,Gabriela Serra-Valente,,Dan Prosperi,7/2/12,6/28/12,604,1186,,,,363,,,,,,Dan Prosperi,5/19/14,5/19/14
17976,,,DSJ000801.07,194276,,2000-STAR-DSJ,,,,,,BIOPSY (PROJECTILE),603,LISA Ballance,1,SWFSC,,,"Southwest Fisheries Science Center, National Marine Fisheries Service, La Jolla, CA",,ARC,36,036,C,CETACEA,G mac,Globicephala,macrorhynchus,Short-finned pilot whale,,,N,,08/01/2000,2000,8,1,,,,,,MEXICO,26.916666,1,Minute,-114.783333,1,Minute,1,North Pacific,F,Molecular determination: SRY method,12/21/2000 0:00:00,,use restriction changed to NO in 2020 due to Ballance retirement; contact E. Archer if questions,5/31/12,dan.prosperi,4/10/24,1188,17976,1,F1,"-80C upright freezer, Marine Mammal and Turtle DNA",1,15,F,9,,Y,Genomic DNA,3,>25ul and <=50ul,N,,,,,,,,10/18/05,Gabriela Serra-Valente,,Dan Prosperi,7/2/12,6/28/12,,,,,,,,,,,,,,
17977,,,DSJ000801.08,194277,,2000-STAR-DSJ,,,,,,BIOPSY (PROJECTILE),603,LISA Ballance,1,SWFSC,,,"Southwest Fisheries Science Center, National Marine Fisheries Service, La Jolla, CA",,ARC,36,036,C,CETACEA,G mac,Globicephala,macrorhynchus,Short-finned pilot whale,,,N,,08/01/2000,2000,8,1,,,,,,MEXICO,26.916666,1,Minute,-114.783333,1,Minute,1,North Pacific,F,Molecular determination: SRY method,12/21/2000 0:00:00,,use restriction changed to NO in 2020 due to Ballance retirement; contact E. Archer if questions,5/31/12,dan.prosperi,4/10/24,1189,17977,1,F1,"-80C upright freezer, Marine Mammal and Turtle DNA",1,15,G,1,,Y,Genomic DNA,4,>50ul,N,,,,,,,,10/18/05,Gabriela Serra-Valente,,Gabriela Serra-Valente,6/27/18,6/28/12,54080,1189,6/1/17,Kelly Robertson,Victor Fluorometry,21.32,,,,,,Gabriela Serra-Valente,6/27/18,6/27/18
17978,,,DSJ000801.09,194278,,2000-STAR-DSJ,,,,,,BIOPSY (PROJECTILE),603,LISA Ballance,1,SWFSC,,,"Southwest Fisheries Science Center, National Marine Fisheries Service, La Jolla, CA",,ARC,36,036,C,CETACEA,G mac,Globicephala,macrorhynchus,Short-finned pilot whale,,,N,,08/01/2000,2000,8,1,,,,,,MEXICO,26.916666,1,Minute,-114.783333,1,Minute,1,North Pacific,M,Molecular determination: SRY method,12/21/2000 0:00:00,,use restriction changed to NO in 2020 due to Ballance retirement; contact E. Archer if questions,5/31/12,dan.prosperi,4/10/24,1190,17978,1,F1,"-80C upright freezer, Marine Mammal and Turtle DNA",1,15,G,2,,Y,Genomic DNA,,,N,,,,,,,,10/18/05,Gabriela Serra-Valente,,Dan Prosperi,7/2/12,6/28/12,,,,,,,,,,,,,,
17979,,,DSJ000801.10,194279,,2000-STAR-DSJ,,,,,,BIOPSY (PROJECTILE),603,LISA Ballance,1,SWFSC,,,"Southwest Fisheries Science Center, National Marine Fisheries Service, La Jolla, CA",,ARC,36,036,C,CETACEA,G mac,Globicephala,macrorhynchus,Short-finned pilot whale,,,N,,08/01/2000,2000,8,1,,,,,,MEXICO,26.916666,1,Minute,-114.783333,1,Minute,1,North Pacific,M,Molecular determination: SRY method,12/21/2000 0:00:00,,use restriction changed to NO in 2020 due to Ballance retirement; contact E. Archer if questions,5/31/12,dan.prosperi,4/10/24,1191,17979,1,F1,"-80C upright freezer, Marine Mammal and Turtle DNA",1,15,G,3,,Y,Genomic DNA,3,>25ul and <=50ul,N,,,,,,,,10/18/05,Gabriela Serra-Valente,,Dan Prosperi,7/2/12,6/28/12,,,,,,,,,,,,,,
17980,,,DSJ000801.11,194280,,2000-STAR-DSJ,,,,,,BIOPSY (PROJECTILE),603,LISA Ballance,1,SWFSC,,,"Southwest Fisheries Science Center, National Marine Fisheries Service, La Jolla, CA",,ARC,36,036,C,CETACEA,G mac,Globicephala,macrorhynchus,Short-finned pilot whale,,,N,,08/01/2000,2000,8,1,,,,,,MEXICO,26.916666,1,Minute,-114.783333,1,Minute,1,North Pacific,F,Molecular determination: SRY method,12/21/2000 0:00:00,,use restriction changed to NO in 2020 due to Ballance retirement; contact E. Archer if questions,5/31/12,dan.prosperi,4/10/24,1192,17980,1,F1,"-80C upright freezer, Marine Mammal and Turtle DNA",1,15,G,4,,Y,Genomic DNA,3,>25ul and <=50ul,N,,,,,,,,10/18/05,Gabriela Serra-Valente,,Dan Prosperi,7/2/12,6/28/12,,,,,,,,,,,,,,
17981,,,DSJ000801.12,194281,,2000-STAR-DSJ,,,,,,BIOPSY (PROJECTILE),603,LISA Ballance,1,SWFSC,,,"Southwest Fisheries Science Center, National Marine Fisheries Service, La Jolla, CA",,ARC,36,036,C,CETACEA,G mac,Globicephala,macrorhynchus,Short-finned pilot whale,,,N,,08/01/2000,2000,8,1,,,,,,MEXICO,26.916666,1,Minute,-114.783333,1,Minute,1,North Pacific,M,Molecular determination: SRY method,12/21/2000 0:00:00,,use restriction changed to NO in 2020 due to Ballance retirement; contact E. Archer if questions,5/31/12,dan.prosperi,4/10/24,1194,17981,1,F1,"-80C upright freezer, Marine Mammal and Turtle DNA",1,15,G,6,17890,Y,Genomic DNA,3,>25ul and <=50ul,N,,,,,,,,10/18/05,Gabriela Serra-Valente,,Gabriela Serra-Valente,6/27/18,6/28/12,606,1194,,,,73,,,,,,Dan Prosperi,5/19/14,5/19/14
17981,,,DSJ000801.12,194281,,2000-STAR-DSJ,,,,,,BIOPSY (PROJECTILE),603,LISA Ballance,1,SWFSC,,,"Southwest Fisheries Science Center, National Marine Fisheries Service, La Jolla, CA",,ARC,36,036,C,CETACEA,G mac,Globicephala,macrorhynchus,Short-finned pilot whale,,,N,,08/01/2000,2000,8,1,,,,,,MEXICO,26.916666,1,Minute,-114.783333,1,Minute,1,North Pacific,M,Molecular determination: SRY method,12/21/2000 0:00:00,,use restriction changed to NO in 2020 due to Ballance retirement; contact E. Archer if questions,5/31/12,dan.prosperi,4/10/24,1194,17981,1,F1,"-80C upright freezer, Marine Mammal and Turtle DNA",1,15,G,6,17890,Y,Genomic DNA,3,>25ul and <=50ul,N,,,,,,,,10/18/05,Gabriela Serra-Valente,,Gabriela Serra-Valente,6/27/18,6/28/12,54077,1194,6/1/17,Kelly Robertson,Victor Fluorometry,58.23,,,,,,Gabriela Serra-Valente,6/27/18,6/27/18
