SFPW_archive_dump_31May2024_LabID,Duplicates,Flags,FIELDID,Animal_ID,Stage_Class,Cruise,Platform,Shipper,Shipper_Organization,Shipped_Date,Received_Date,Collection_Method,Contact_ID,CONTACT_NAME,Organization_ID,Organization,Collector,Collector_Organization,Acknowledgement,Label,LAB,Species_ID,SpCode,SpType,Species_Type,SpName,Genus,Species,CommonName,SubSpecies,Species_Determ_List,USE,Restrict_Description,Date_Collected,YR,MO,DA,Location,City,Island,County,State,Country,Latitude,Latitude_Precision,Latitude_Precision_Unit,Longitude,Longitude_Precision,Longitude_Precision_Unit,OBasin,Ocean_Basin,SEX,Gender_Determination,ACCESSIONDATE,Repository_Numbers,SFPW_archive_dump_31May2024_Comments,Record_Creation_Date,SFPW_archive_dump_31May2024_Edit_User,Edit_Date,T_ID,dbo_vw_Tissue_Vial_LabID,Vial_Num,Tissue_Type,Preservative,TQuant,TQuant_Description,TLeft,BQuant,Tissue_Location,Container_Type_Name,Vial_Type_Name,Container_Num,Rack,Box,Container_Row,Container_Column,CellStatus,CheckedOut,Checked_Out_By,Checked_Out_For,dbo_vw_Tissue_Vial_Comments,Accession_Date,EditDate,dbo_vw_Tissue_Vial_Edit_User,RecordCreationDate
125713,,,110430_Gm2abc,234141,,,,,,,,BIOPSY (PROJECTILE),482,DIANE CLARIDGE,266,BAHAMAS MARINE MAMMAL RESEARCH ORGANIZATION (BMMRO),,,,,PAM,36,036,C,CETACEA,G mac,Globicephala,macrorhynchus,Short-finned pilot whale,,,Y,Donator requested that PI request permission to use in study,04/30/2011,2011,4,30,North Andros,,,,,BAHAMAS,24.95,1,Minute,-77.7,1,Minute,2,North Atlantic,F,Field determination: field observation (photo/sex dimorphism); no carcass in hand for examination.,6/14/2011 0:00:00,,,5/31/12,dan.prosperi,6/14/22,138181,125713,1,Skin & Blubber,Frozen; no preservative,0,No tissue,N,0,-80 Upright Freezer F4,CryoBox,2 ml,,10,181,B,4,-9,N,,,Sample sent whole to D. Herman at NWFSC.,6/14/11,7/27/23,Alaina Harmon,6/14/11
125713,,,110430_Gm2abc,234141,,,,,,,,BIOPSY (PROJECTILE),482,DIANE CLARIDGE,266,BAHAMAS MARINE MAMMAL RESEARCH ORGANIZATION (BMMRO),,,,,PAM,36,036,C,CETACEA,G mac,Globicephala,macrorhynchus,Short-finned pilot whale,,,Y,Donator requested that PI request permission to use in study,04/30/2011,2011,4,30,North Andros,,,,,BAHAMAS,24.95,1,Minute,-77.7,1,Minute,2,North Atlantic,F,Field determination: field observation (photo/sex dimorphism); no carcass in hand for examination.,6/14/2011 0:00:00,,,5/31/12,dan.prosperi,6/14/22,138182,125713,2,Skin & Blubber,Frozen; no preservative,0,No tissue,N,0,-80 Upright Freezer F4,CryoBox,2 ml,,10,181,B,5,-9,N,,,Sample sent whole to D. Herman at NWFSC.,6/14/11,7/27/23,Alaina Harmon,6/14/11
125713,,,110430_Gm2abc,234141,,,,,,,,BIOPSY (PROJECTILE),482,DIANE CLARIDGE,266,BAHAMAS MARINE MAMMAL RESEARCH ORGANIZATION (BMMRO),,,,,PAM,36,036,C,CETACEA,G mac,Globicephala,macrorhynchus,Short-finned pilot whale,,,Y,Donator requested that PI request permission to use in study,04/30/2011,2011,4,30,North Andros,,,,,BAHAMAS,24.95,1,Minute,-77.7,1,Minute,2,North Atlantic,F,Field determination: field observation (photo/sex dimorphism); no carcass in hand for examination.,6/14/2011 0:00:00,,,5/31/12,dan.prosperi,6/14/22,138183,125713,3,Skin,"DMSO, saturated salt solution",0,No tissue,N,0,-20 Walk In Freezer,Flat,2 ml,359,,,A,7,-9,N,,,Sample sent whole to D. Herman at NWFSC.,6/14/11,11/22/23,Alaina Harmon,6/14/11
125714,,,110430_Gm3abc,234142,,,,,,,,BIOPSY (PROJECTILE),482,DIANE CLARIDGE,266,BAHAMAS MARINE MAMMAL RESEARCH ORGANIZATION (BMMRO),,,,,PAM,36,036,C,CETACEA,G mac,Globicephala,macrorhynchus,Short-finned pilot whale,,,Y,Donator requested that PI request permission to use in study,04/30/2011,2011,4,30,North Andros,,,,,BAHAMAS,24.95,1,Minute,-77.7,1,Minute,2,North Atlantic,M,Field determination: field observation (photo/sex dimorphism); no carcass in hand for examination.,6/14/2011 0:00:00,,,5/31/12,dan.prosperi,6/14/22,138184,125714,1,Skin & Blubber,Frozen; no preservative,0,No tissue,N,0,-80 Upright Freezer F4,CryoBox,2 ml,,10,181,B,6,-9,N,,,Sample sent whole to D. Herman at NWFSC.,6/14/11,7/27/23,Alaina Harmon,6/14/11
125714,,,110430_Gm3abc,234142,,,,,,,,BIOPSY (PROJECTILE),482,DIANE CLARIDGE,266,BAHAMAS MARINE MAMMAL RESEARCH ORGANIZATION (BMMRO),,,,,PAM,36,036,C,CETACEA,G mac,Globicephala,macrorhynchus,Short-finned pilot whale,,,Y,Donator requested that PI request permission to use in study,04/30/2011,2011,4,30,North Andros,,,,,BAHAMAS,24.95,1,Minute,-77.7,1,Minute,2,North Atlantic,M,Field determination: field observation (photo/sex dimorphism); no carcass in hand for examination.,6/14/2011 0:00:00,,,5/31/12,dan.prosperi,6/14/22,138185,125714,2,Skin & Blubber,Frozen; no preservative,0,No tissue,N,0,-80 Upright Freezer F4,CryoBox,2 ml,,10,181,B,7,-9,N,,,Sample sent whole to D. Herman at NWFSC.,6/14/11,7/27/23,Alaina Harmon,6/14/11
125714,,,110430_Gm3abc,234142,,,,,,,,BIOPSY (PROJECTILE),482,DIANE CLARIDGE,266,BAHAMAS MARINE MAMMAL RESEARCH ORGANIZATION (BMMRO),,,,,PAM,36,036,C,CETACEA,G mac,Globicephala,macrorhynchus,Short-finned pilot whale,,,Y,Donator requested that PI request permission to use in study,04/30/2011,2011,4,30,North Andros,,,,,BAHAMAS,24.95,1,Minute,-77.7,1,Minute,2,North Atlantic,M,Field determination: field observation (photo/sex dimorphism); no carcass in hand for examination.,6/14/2011 0:00:00,,,5/31/12,dan.prosperi,6/14/22,138186,125714,3,Skin,"DMSO, saturated salt solution",0,No tissue,N,0,-20 Walk In Freezer,Flat,2 ml,359,,,A,7,-9,N,,,Sample sent whole to D. Herman at NWFSC.,6/14/11,11/22/23,Alaina Harmon,6/14/11
125715,,,110430_Gm4abc,234143,,,,,,,,BIOPSY (PROJECTILE),482,DIANE CLARIDGE,266,BAHAMAS MARINE MAMMAL RESEARCH ORGANIZATION (BMMRO),,,,,PAM,36,036,C,CETACEA,G mac,Globicephala,macrorhynchus,Short-finned pilot whale,,,Y,Donator requested that PI request permission to use in study,04/30/2011,2011,4,30,North Andros,,,,,BAHAMAS,24.95,1,Minute,-77.7,1,Minute,2,North Atlantic,F,Field determination: field observation (photo/sex dimorphism); no carcass in hand for examination.,6/14/2011 0:00:00,,,5/31/12,dan.prosperi,6/14/22,138187,125715,1,Skin & Blubber,Frozen; no preservative,0,No tissue,N,0,-80 Upright Freezer F4,CryoBox,2 ml,,10,181,B,8,-9,N,,,Sample sent whole to D. Herman at NWFSC.,6/14/11,7/27/23,Alaina Harmon,6/14/11
125715,,,110430_Gm4abc,234143,,,,,,,,BIOPSY (PROJECTILE),482,DIANE CLARIDGE,266,BAHAMAS MARINE MAMMAL RESEARCH ORGANIZATION (BMMRO),,,,,PAM,36,036,C,CETACEA,G mac,Globicephala,macrorhynchus,Short-finned pilot whale,,,Y,Donator requested that PI request permission to use in study,04/30/2011,2011,4,30,North Andros,,,,,BAHAMAS,24.95,1,Minute,-77.7,1,Minute,2,North Atlantic,F,Field determination: field observation (photo/sex dimorphism); no carcass in hand for examination.,6/14/2011 0:00:00,,,5/31/12,dan.prosperi,6/14/22,138188,125715,2,Skin & Blubber,Frozen; no preservative,0,No tissue,N,0,-80 Upright Freezer F4,CryoBox,2 ml,,10,181,B,9,-9,N,,,Sample sent whole to D. Herman at NWFSC.,6/14/11,7/27/23,Alaina Harmon,6/14/11
125715,,,110430_Gm4abc,234143,,,,,,,,BIOPSY (PROJECTILE),482,DIANE CLARIDGE,266,BAHAMAS MARINE MAMMAL RESEARCH ORGANIZATION (BMMRO),,,,,PAM,36,036,C,CETACEA,G mac,Globicephala,macrorhynchus,Short-finned pilot whale,,,Y,Donator requested that PI request permission to use in study,04/30/2011,2011,4,30,North Andros,,,,,BAHAMAS,24.95,1,Minute,-77.7,1,Minute,2,North Atlantic,F,Field determination: field observation (photo/sex dimorphism); no carcass in hand for examination.,6/14/2011 0:00:00,,,5/31/12,dan.prosperi,6/14/22,138189,125715,3,Skin,"DMSO, saturated salt solution",0,No tissue,N,0,-20 Walk In Freezer,Flat,2 ml,359,,,A,8,-9,N,,,Sample sent whole to D. Herman at NWFSC.,6/14/11,11/22/23,Alaina Harmon,6/14/11
9872,,,GIR980418.02,189756,,,,,,,,BIOPSY (PROJECTILE),445,CHARLES ANDERSON,408,"MARINE RESEARCH SECTION, MINISTRY OF FISHERIES AND AGRICULTURE",,,"Marine Research Section, Ministry of Fisheries and Agriculture, Republic of the Maldives, and R.L. Pitman, SWFSC",,RLP,36,036,C,CETACEA,G mac,Globicephala,macrorhynchus,Short-finned pilot whale,,,N,,04/18/1998,1998,4,18,,,,,,MALDIVES,4,1,Minute,73.566666,1,Minute,3,Indian Ocean,M,Molecular determination: SRY method,,,"TITLE: DEPUTE DIRECTOR.  Source was recorded as ""BIOPSY-M/V GIRITY""",5/31/12,dan.prosperi,6/24/22,9670,9872,1,Skin & Blubber,"DMSO, saturated salt solution",3,Enough tissue for 3 or more extractions,Y,2,-20 Walk In Freezer,Flat,2 ml,58,,,J,2,1,N,,,,3/3/08,2/25/20,Dan Prosperi,3/3/08
9873,,,GIR980418.03,189757,,,,,,,,BIOPSY (PROJECTILE),445,CHARLES ANDERSON,408,"MARINE RESEARCH SECTION, MINISTRY OF FISHERIES AND AGRICULTURE",,,"Marine Research Section, Ministry of Fisheries and Agriculture, Republic of the Maldives, and R.L. Pitman, SWFSC",,RLP,36,036,C,CETACEA,G mac,Globicephala,macrorhynchus,Short-finned pilot whale,,,N,,04/18/1998,1998,4,18,,,,,,MALDIVES,4,1,Minute,73.566666,1,Minute,3,Indian Ocean,F,Molecular determination: SRY method,,,"TITLE: DEPUTE DIRECTOR.  Source was recorded as ""BIOPSY-M/V GIRITY""",5/31/12,dan.prosperi,6/24/22,9671,9873,1,Skin & Blubber,"DMSO, saturated salt solution",3,Enough tissue for 3 or more extractions,Y,2,-20 Walk In Freezer,Flat,2 ml,58,,,J,2,1,N,,,,3/3/08,2/25/20,Dan Prosperi,3/3/08
11454,,,MAC981019.01,190637,,1998-SPAM-MAC,,,,,,BIOPSY (PROJECTILE),713,TIM GERRODETTE,1,SWFSC,,,"Southwest Fisheries Science Center, National Marine Fisheries Service, La Jolla, CA",,T_G,36,036,C,CETACEA,G mac,Globicephala,macrorhynchus,Short-finned pilot whale,,,N,,10/19/1998,1998,10,19,,,,,,IMPORT FROM SEA (INTERNATIONAL WATERS),2.033333,1,Minute,-113.066666,1,Minute,1,North Pacific,M,Molecular determination: SRY method,,,"Gerrodette retired, samples changed to NOT use restricted",5/31/12,dan.prosperi,4/10/24,11142,11454,1,Skin & Blubber,"DMSO, saturated salt solution",3,Enough tissue for 3 or more extractions,Y,1,-20 Walk In Freezer,Flat,2 ml,65,,,F,9,1,N,,,,3/3/08,2/25/20,Dan Prosperi,3/3/08
11454,,,MAC981019.01,190637,,1998-SPAM-MAC,,,,,,BIOPSY (PROJECTILE),713,TIM GERRODETTE,1,SWFSC,,,"Southwest Fisheries Science Center, National Marine Fisheries Service, La Jolla, CA",,T_G,36,036,C,CETACEA,G mac,Globicephala,macrorhynchus,Short-finned pilot whale,,,N,,10/19/1998,1998,10,19,,,,,,IMPORT FROM SEA (INTERNATIONAL WATERS),2.033333,1,Minute,-113.066666,1,Minute,1,North Pacific,M,Molecular determination: SRY method,,,"Gerrodette retired, samples changed to NOT use restricted",5/31/12,dan.prosperi,4/10/24,79016,11454,1,Blubber,Frozen; no preservative,0,No tissue,Y,1,-20 Walk In Freezer,Flat,20 ml glass,286,,,G,6,1,N,,,,3/3/08,2/25/20,Dan Prosperi,3/3/08
11455,,,MAC981019.02,190638,,1998-SPAM-MAC,,,,,,BIOPSY (PROJECTILE),713,TIM GERRODETTE,1,SWFSC,,,"Southwest Fisheries Science Center, National Marine Fisheries Service, La Jolla, CA",,T_G,36,036,C,CETACEA,G mac,Globicephala,macrorhynchus,Short-finned pilot whale,,,N,,10/19/1998,1998,10,19,,,,,,IMPORT FROM SEA (INTERNATIONAL WATERS),2.033333,1,Minute,-113.066666,1,Minute,1,North Pacific,M,Molecular determination: SRY method,,,"Gerrodette retired, samples changed to NOT use restricted",5/31/12,dan.prosperi,4/10/24,11143,11455,1,Skin & Blubber,"DMSO, saturated salt solution",3,Enough tissue for 3 or more extractions,Y,1,-20 Walk In Freezer,Flat,2 ml,65,,,F,10,1,N,,,,3/3/08,2/25/20,Dan Prosperi,3/3/08
11456,,,MAC981019.03,190639,,1998-SPAM-MAC,,,,,,BIOPSY (PROJECTILE),713,TIM GERRODETTE,1,SWFSC,,,"Southwest Fisheries Science Center, National Marine Fisheries Service, La Jolla, CA",,T_G,36,036,C,CETACEA,G mac,Globicephala,macrorhynchus,Short-finned pilot whale,,,N,,10/19/1998,1998,10,19,,,,,,IMPORT FROM SEA (INTERNATIONAL WATERS),2.033333,1,Minute,-113.066666,1,Minute,1,North Pacific,M,Molecular determination: SRY method,,,"Gerrodette retired, samples changed to NOT use restricted",5/31/12,dan.prosperi,4/10/24,11144,11456,1,Skin & Blubber,"DMSO, saturated salt solution",3,Enough tissue for 3 or more extractions,Y,1,-20 Walk In Freezer,Flat,2 ml,65,,,F,10,1,N,,,,3/3/08,2/25/20,Dan Prosperi,3/3/08
11456,,,MAC981019.03,190639,,1998-SPAM-MAC,,,,,,BIOPSY (PROJECTILE),713,TIM GERRODETTE,1,SWFSC,,,"Southwest Fisheries Science Center, National Marine Fisheries Service, La Jolla, CA",,T_G,36,036,C,CETACEA,G mac,Globicephala,macrorhynchus,Short-finned pilot whale,,,N,,10/19/1998,1998,10,19,,,,,,IMPORT FROM SEA (INTERNATIONAL WATERS),2.033333,1,Minute,-113.066666,1,Minute,1,North Pacific,M,Molecular determination: SRY method,,,"Gerrodette retired, samples changed to NOT use restricted",5/31/12,dan.prosperi,4/10/24,79017,11456,1,Skin & Blubber,Frozen; no preservative,1,Enough tissue for 1 extraction,Y,1,-20 Walk In Freezer,Flat,20 ml glass,286,,,G,7,1,N,,,,3/3/08,2/25/20,Dan Prosperi,3/3/08
11456,,,MAC981019.03,190639,,1998-SPAM-MAC,,,,,,BIOPSY (PROJECTILE),713,TIM GERRODETTE,1,SWFSC,,,"Southwest Fisheries Science Center, National Marine Fisheries Service, La Jolla, CA",,T_G,36,036,C,CETACEA,G mac,Globicephala,macrorhynchus,Short-finned pilot whale,,,N,,10/19/1998,1998,10,19,,,,,,IMPORT FROM SEA (INTERNATIONAL WATERS),2.033333,1,Minute,-113.066666,1,Minute,1,North Pacific,M,Molecular determination: SRY method,,,"Gerrodette retired, samples changed to NOT use restricted",5/31/12,dan.prosperi,4/10/24,79018,11456,2,Skin & Blubber,Frozen; no preservative,1,Enough tissue for 1 extraction,Y,1,-20 Walk In Freezer,Flat,20 ml glass,286,,,G,8,1,N,,,,3/3/08,2/25/20,Dan Prosperi,3/3/08
11478,,,END980826.01,190661,,1998-SPAM-ENDV,,,,,,BIOPSY (PROJECTILE),713,TIM GERRODETTE,1,SWFSC,,,"Southwest Fisheries Science Center, National Marine Fisheries Service, La Jolla, CA",,T_G,36,036,C,CETACEA,G mac,Globicephala,macrorhynchus,Short-finned pilot whale,,,N,,08/26/1998,1998,8,26,,,,,HAWAII,UNITED STATES OF AMERICA,19.333333,1,Minute,-156.066666,1,Minute,1,North Pacific,F,Molecular determination: SRY method,,,"Gerrodette retired, samples changed to NOT use restricted",5/31/12,dan.prosperi,4/10/24,11166,11478,1,Skin & Blubber,"DMSO, saturated salt solution",3,Enough tissue for 3 or more extractions,Y,2,-20 Walk In Freezer,Flat,2 ml,65,,,G,5,1,N,,,,3/3/08,2/25/20,Dan Prosperi,3/3/08
11478,,,END980826.01,190661,,1998-SPAM-ENDV,,,,,,BIOPSY (PROJECTILE),713,TIM GERRODETTE,1,SWFSC,,,"Southwest Fisheries Science Center, National Marine Fisheries Service, La Jolla, CA",,T_G,36,036,C,CETACEA,G mac,Globicephala,macrorhynchus,Short-finned pilot whale,,,N,,08/26/1998,1998,8,26,,,,,HAWAII,UNITED STATES OF AMERICA,19.333333,1,Minute,-156.066666,1,Minute,1,North Pacific,F,Molecular determination: SRY method,,,"Gerrodette retired, samples changed to NOT use restricted",5/31/12,dan.prosperi,4/10/24,79036,11478,1,Blubber,Frozen; no preservative,0,No tissue,Y,1,-20 Walk In Freezer,Flat,20 ml glass,286,,,I,6,1,N,,,,3/3/08,2/25/20,Dan Prosperi,3/3/08
11479,,,END980826.02,190662,,1998-SPAM-ENDV,,,,,,BIOPSY (PROJECTILE),713,TIM GERRODETTE,1,SWFSC,,,"Southwest Fisheries Science Center, National Marine Fisheries Service, La Jolla, CA",,T_G,36,036,C,CETACEA,G mac,Globicephala,macrorhynchus,Short-finned pilot whale,,,N,,08/26/1998,1998,8,26,,,,,HAWAII,UNITED STATES OF AMERICA,19.333333,1,Minute,-156.066666,1,Minute,1,North Pacific,F,Molecular determination: SRY method,,,"Gerrodette retired, samples changed to NOT use restricted",5/31/12,dan.prosperi,4/10/24,11167,11479,1,Skin & Blubber,"DMSO, saturated salt solution",3,Enough tissue for 3 or more extractions,Y,1,-20 Walk In Freezer,Flat,2 ml,65,,,G,6,1,N,,,,3/3/08,2/25/20,Dan Prosperi,3/3/08
11479,,,END980826.02,190662,,1998-SPAM-ENDV,,,,,,BIOPSY (PROJECTILE),713,TIM GERRODETTE,1,SWFSC,,,"Southwest Fisheries Science Center, National Marine Fisheries Service, La Jolla, CA",,T_G,36,036,C,CETACEA,G mac,Globicephala,macrorhynchus,Short-finned pilot whale,,,N,,08/26/1998,1998,8,26,,,,,HAWAII,UNITED STATES OF AMERICA,19.333333,1,Minute,-156.066666,1,Minute,1,North Pacific,F,Molecular determination: SRY method,,,"Gerrodette retired, samples changed to NOT use restricted",5/31/12,dan.prosperi,4/10/24,79037,11479,1,Blubber,Frozen; no preservative,0,No tissue,Y,1,-20 Walk In Freezer,Flat,20 ml glass,286,,,I,7,1,N,,,,3/3/08,2/25/20,Dan Prosperi,3/3/08
11480,,,END980826.03,190663,,1998-SPAM-ENDV,,,,,,BIOPSY (PROJECTILE),713,TIM GERRODETTE,1,SWFSC,,,"Southwest Fisheries Science Center, National Marine Fisheries Service, La Jolla, CA",,T_G,36,036,C,CETACEA,G mac,Globicephala,macrorhynchus,Short-finned pilot whale,,,N,,08/26/1998,1998,8,26,,,,,HAWAII,UNITED STATES OF AMERICA,19.333333,1,Minute,-156.066666,1,Minute,1,North Pacific,U,,,,"SAMPLE MISSING.  Gerrodette retired, samples changed to NOT use restricted",5/31/12,dan.prosperi,4/10/24,11168,11480,1,Skin,"DMSO, saturated salt solution",0,No tissue,N,0,-20 Walk In Freezer,Flat,2 ml,,,,,,-1,N,,,"Sample not found during 2010 Collection inventory, missing.",3/3/08,2/25/20,Dan Prosperi,3/3/08
11480,,,END980826.03,190663,,1998-SPAM-ENDV,,,,,,BIOPSY (PROJECTILE),713,TIM GERRODETTE,1,SWFSC,,,"Southwest Fisheries Science Center, National Marine Fisheries Service, La Jolla, CA",,T_G,36,036,C,CETACEA,G mac,Globicephala,macrorhynchus,Short-finned pilot whale,,,N,,08/26/1998,1998,8,26,,,,,HAWAII,UNITED STATES OF AMERICA,19.333333,1,Minute,-156.066666,1,Minute,1,North Pacific,U,,,,"SAMPLE MISSING.  Gerrodette retired, samples changed to NOT use restricted",5/31/12,dan.prosperi,4/10/24,79038,11480,1,Blubber,Frozen; no preservative,0,No tissue,Y,1,-20 Walk In Freezer,Flat,20 ml glass,286,,,I,8,1,N,,,,3/3/08,2/25/20,Dan Prosperi,3/3/08
11481,,,END980826.04,190664,,1998-SPAM-ENDV,,,,,,BIOPSY (PROJECTILE),713,TIM GERRODETTE,1,SWFSC,,,"Southwest Fisheries Science Center, National Marine Fisheries Service, La Jolla, CA",,T_G,36,036,C,CETACEA,G mac,Globicephala,macrorhynchus,Short-finned pilot whale,,,N,,08/26/1998,1998,8,26,,,,,HAWAII,UNITED STATES OF AMERICA,19.333333,1,Minute,-156.066666,1,Minute,1,North Pacific,F,Molecular determination: SRY method,,,"Gerrodette retired, samples changed to NOT use restricted",5/31/12,dan.prosperi,4/10/24,11169,11481,1,Skin & Blubber,"DMSO, saturated salt solution",3,Enough tissue for 3 or more extractions,Y,1,-20 Walk In Freezer,Flat,2 ml,65,,,G,6,1,N,,,,3/3/08,2/25/20,Dan Prosperi,3/3/08
11481,,,END980826.04,190664,,1998-SPAM-ENDV,,,,,,BIOPSY (PROJECTILE),713,TIM GERRODETTE,1,SWFSC,,,"Southwest Fisheries Science Center, National Marine Fisheries Service, La Jolla, CA",,T_G,36,036,C,CETACEA,G mac,Globicephala,macrorhynchus,Short-finned pilot whale,,,N,,08/26/1998,1998,8,26,,,,,HAWAII,UNITED STATES OF AMERICA,19.333333,1,Minute,-156.066666,1,Minute,1,North Pacific,F,Molecular determination: SRY method,,,"Gerrodette retired, samples changed to NOT use restricted",5/31/12,dan.prosperi,4/10/24,79039,11481,1,Blubber,Frozen; no preservative,0,No tissue,Y,1,-20 Walk In Freezer,Flat,20 ml glass,286,,,I,9,1,N,,,,3/3/08,2/25/20,Dan Prosperi,3/3/08
11482,,,END980826.05,190665,,1998-SPAM-ENDV,,,,,,BIOPSY (PROJECTILE),713,TIM GERRODETTE,1,SWFSC,,,"Southwest Fisheries Science Center, National Marine Fisheries Service, La Jolla, CA",,T_G,36,036,C,CETACEA,G mac,Globicephala,macrorhynchus,Short-finned pilot whale,,,N,,08/26/1998,1998,8,26,,,,,HAWAII,UNITED STATES OF AMERICA,19.333333,1,Minute,-156.066666,1,Minute,1,North Pacific,M,Molecular determination: SRY method,,,"Gerrodette retired, samples changed to NOT use restricted",5/31/12,dan.prosperi,4/10/24,11170,11482,1,Skin & Blubber,"DMSO, saturated salt solution",3,Enough tissue for 3 or more extractions,Y,1,-20 Walk In Freezer,Flat,2 ml,65,,,G,6,1,N,,,,3/3/08,2/25/20,Dan Prosperi,3/3/08
11482,,,END980826.05,190665,,1998-SPAM-ENDV,,,,,,BIOPSY (PROJECTILE),713,TIM GERRODETTE,1,SWFSC,,,"Southwest Fisheries Science Center, National Marine Fisheries Service, La Jolla, CA",,T_G,36,036,C,CETACEA,G mac,Globicephala,macrorhynchus,Short-finned pilot whale,,,N,,08/26/1998,1998,8,26,,,,,HAWAII,UNITED STATES OF AMERICA,19.333333,1,Minute,-156.066666,1,Minute,1,North Pacific,M,Molecular determination: SRY method,,,"Gerrodette retired, samples changed to NOT use restricted",5/31/12,dan.prosperi,4/10/24,79040,11482,1,Blubber,Frozen; no preservative,0,No tissue,Y,1,-20 Walk In Freezer,Flat,20 ml glass,286,,,I,10,1,N,,,,3/3/08,2/25/20,Dan Prosperi,3/3/08
11483,,,END980826.06,190666,,1998-SPAM-ENDV,,,,,,BIOPSY (PROJECTILE),713,TIM GERRODETTE,1,SWFSC,,,"Southwest Fisheries Science Center, National Marine Fisheries Service, La Jolla, CA",,T_G,36,036,C,CETACEA,G mac,Globicephala,macrorhynchus,Short-finned pilot whale,,,N,,08/26/1998,1998,8,26,,,,,HAWAII,UNITED STATES OF AMERICA,19.333333,1,Minute,-156.066666,1,Minute,1,North Pacific,M,Molecular determination: SRY method,,,"Gerrodette retired, samples changed to NOT use restricted",5/31/12,dan.prosperi,4/10/24,11171,11483,1,Skin,"DMSO, saturated salt solution",3,Enough tissue for 3 or more extractions,Y,0,-20 Walk In Freezer,Flat,2 ml,65,,,G,6,1,N,,,,3/3/08,2/25/20,Dan Prosperi,3/3/08
11483,,,END980826.06,190666,,1998-SPAM-ENDV,,,,,,BIOPSY (PROJECTILE),713,TIM GERRODETTE,1,SWFSC,,,"Southwest Fisheries Science Center, National Marine Fisheries Service, La Jolla, CA",,T_G,36,036,C,CETACEA,G mac,Globicephala,macrorhynchus,Short-finned pilot whale,,,N,,08/26/1998,1998,8,26,,,,,HAWAII,UNITED STATES OF AMERICA,19.333333,1,Minute,-156.066666,1,Minute,1,North Pacific,M,Molecular determination: SRY method,,,"Gerrodette retired, samples changed to NOT use restricted",5/31/12,dan.prosperi,4/10/24,79041,11483,1,Blubber,Frozen; no preservative,0,No tissue,Y,1,-20 Walk In Freezer,Flat,20 ml glass,286,,,J,1,1,N,,,,3/3/08,2/25/20,Dan Prosperi,3/3/08
11484,,,END980826.07,190667,,1998-SPAM-ENDV,,,,,,BIOPSY (PROJECTILE),713,TIM GERRODETTE,1,SWFSC,,,"Southwest Fisheries Science Center, National Marine Fisheries Service, La Jolla, CA",,T_G,36,036,C,CETACEA,G mac,Globicephala,macrorhynchus,Short-finned pilot whale,,,N,,08/26/1998,1998,8,26,,,,,HAWAII,UNITED STATES OF AMERICA,19.333333,1,Minute,-156.066666,1,Minute,1,North Pacific,F,Molecular determination: SRY method,,,"Gerrodette retired, samples changed to NOT use restricted",5/31/12,dan.prosperi,4/10/24,11172,11484,1,Skin,"DMSO, saturated salt solution",3,Enough tissue for 3 or more extractions,Y,1,-20 Walk In Freezer,Flat,2 ml,65,,,G,7,1,N,,,,3/3/08,2/25/20,Dan Prosperi,3/3/08
11484,,,END980826.07,190667,,1998-SPAM-ENDV,,,,,,BIOPSY (PROJECTILE),713,TIM GERRODETTE,1,SWFSC,,,"Southwest Fisheries Science Center, National Marine Fisheries Service, La Jolla, CA",,T_G,36,036,C,CETACEA,G mac,Globicephala,macrorhynchus,Short-finned pilot whale,,,N,,08/26/1998,1998,8,26,,,,,HAWAII,UNITED STATES OF AMERICA,19.333333,1,Minute,-156.066666,1,Minute,1,North Pacific,F,Molecular determination: SRY method,,,"Gerrodette retired, samples changed to NOT use restricted",5/31/12,dan.prosperi,4/10/24,79042,11484,1,Blubber,Frozen; no preservative,0,No tissue,Y,2,-20 Walk In Freezer,Flat,20 ml glass,286,,,J,2,1,N,,,,3/3/08,2/25/20,Dan Prosperi,3/3/08
11486,,,END980917.01,190669,,1998-SPAM-ENDV,,,,,,BIOPSY (PROJECTILE),713,TIM GERRODETTE,1,SWFSC,,,"Southwest Fisheries Science Center, National Marine Fisheries Service, La Jolla, CA",,T_G,36,036,C,CETACEA,G mac,Globicephala,macrorhynchus,Short-finned pilot whale,,,N,,09/17/1998,1998,9,17,,,,,,IMPORT FROM SEA (INTERNATIONAL WATERS),12.6,1,Minute,-124.083333,1,Minute,1,North Pacific,F,Molecular determination: SRY method,,,"Gerrodette retired, samples changed to NOT use restricted",5/31/12,dan.prosperi,4/10/24,11174,11486,1,Skin & Blubber,"DMSO, saturated salt solution",3,Enough tissue for 3 or more extractions,Y,2,-20 Walk In Freezer,Flat,2 ml,65,,,G,7,1,N,,,,3/3/08,2/25/20,Dan Prosperi,3/3/08
