Pele_archive_dump_3June2024_LabID,Pele_DIDs_D_ID,dbo_vw_DNA_Storage_LabID,CellStatus,Freezer,Freezer_Description,Rack,Box,Row,Column,T_ID,DNAInStock,DNA_Type,DQuant,DQuant_Description,CheckedOut,Checked_Out_By,Checked_Out_For,Pele_DIDs_Comments,Batch_.,Extracted_By,Extraction_Date,Extraction_Comments,InventoryDate,Inventory_Tech,Accession_Date,Pele_DIDs_Edit_User,Pele_DIDs_Edit_Date,Pele_DIDs_Record_Creation_Date,Concentration_ID,dbo_vw_DNA_Concentration_D_ID,Quantification_Date,Done_by_Name,Equipment_Method,Concentration_ng_ul,Concentration_260_280,Concentration_260_230,Quantity_Copies,Assay,dbo_vw_DNA_Concentration_Comments,dbo_vw_DNA_Concentration_Edit_User,dbo_vw_DNA_Concentration_Edit_Date,dbo_vw_DNA_Concentration_Record_Creation_Date
45962,65088,45962,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",15,758,C,7,49404,Y,Genomic DNA,3,>25ul and <=50ul,N,,,,712,Louella Dolar,2/22/12,P ele for BLH,,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
45963,58059,45963,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",11,674,E,2,,Y,Genomic DNA,2,>10ul and <=25ul,N,,,,517,Louella Dolar,12/1/10,,,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
45964,59863,45964,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",12,696,G,6,,Y,Genomic DNA,1,<=10ul,N,,,,,,,,,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
45965,50458,45965,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",1,468,E,1,,Y,Genomic DNA,1,<=10ul,N,,,,302,Louella Dolar,11/12/09,Entered by LLD,,,,Gabriela Serra-Valente,4/10/18,6/28/12,,,,,,,,,,,,,,
45966,57794,45966,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",11,671,B,7,,Y,Genomic DNA,2,>10ul and <=25ul,N,,,reconstituted per BLH 7/15/2013,497,Louella Dolar,11/16/10,,,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
45968,50459,45968,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",1,468,E,2,,Y,Genomic DNA,3,>25ul and <=50ul,N,,,,302,Louella Dolar,11/12/09,Entered by LLD,,,,Gabriela Serra-Valente,4/10/18,6/28/12,,,,,,,,,,,,,,
45970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45976,50460,45976,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",1,468,E,3,,Y,Genomic DNA,1,<=10ul,N,,,reconstituted per BLH 7/15/2013,302,Louella Dolar,11/12/09,Entered by LLD,,,,Gabriela Serra-Valente,6/10/19,6/28/12,,,,,,,,,,,,,,
45976,65089,45976,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",15,758,C,8,49418,Y,Genomic DNA,1,<=10ul,N,,,reconstituted per BLH 7/15/2013,712,Louella Dolar,2/22/12,P ele for BLH,,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
45976,103630,45976,1,F6,"-80C upright freezer, Marine Mammal and Turtle DNA",5,1027,J,7,49418,Y,Genomic DNA,2,>10ul and <=25ul,N,,,,2005,Kelly Robertson,9/4/18,,,,9/10/18,Alaina Harmon,2/9/22,9/10/18,,,,,,,,,,,,,,
45978,50461,45978,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",1,468,E,4,,Y,Genomic DNA,3,>25ul and <=50ul,N,,,,302,Louella Dolar,11/12/09,Entered by LLD,,,,Gabriela Serra-Valente,4/10/18,6/28/12,,,,,,,,,,,,,,
45979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45980,50462,45980,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",1,468,E,5,,Y,Genomic DNA,3,>25ul and <=50ul,N,,,,302,Louella Dolar,11/12/09,Entered by LLD,,,,Gabriela Serra-Valente,4/10/18,6/28/12,,,,,,,,,,,,,,
45981,50463,45981,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",1,468,E,6,,Y,Genomic DNA,3,>25ul and <=50ul,N,,,,302,Louella Dolar,11/12/09,Entered by LLD,,,,Gabriela Serra-Valente,4/10/18,6/28/12,,,,,,,,,,,,,,
45982,57795,45982,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",11,671,B,8,,Y,Genomic DNA,3,>25ul and <=50ul,N,,,,497,Louella Dolar,11/16/10,,,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
48064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49022,32906,49022,1,F1,"-80C upright freezer, Marine Mammal and Turtle DNA",11,207,D,9,,Y,Genomic DNA,4,>50ul,N,,,,,,,,,,,Dan Prosperi,7/2/12,6/28/12,,,,,,,,,,,,,,
49022,32907,49022,1,F1,"-80C upright freezer, Marine Mammal and Turtle DNA",11,207,E,1,,Y,Genomic DNA,4,>50ul,N,,,,,,,,,,,Dan Prosperi,7/2/12,6/28/12,,,,,,,,,,,,,,
49023,30898,49023,1,F1,"-80C upright freezer, Marine Mammal and Turtle DNA",10,195,D,7,,Y,Genomic DNA,4,>50ul,N,,,,,,,,,,,Nicky Beaulieu,10/26/15,6/28/12,,,,,,,,,,,,,,
49023,50464,49023,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",1,468,E,7,,Y,Genomic DNA,4,>50ul,N,,,,302,Louella Dolar,11/12/09,Entered by LLD,,,,Gabriela Serra-Valente,4/10/18,6/28/12,,,,,,,,,,,,,,
49024,30899,49024,1,F1,"-80C upright freezer, Marine Mammal and Turtle DNA",10,195,D,8,,Y,Genomic DNA,4,>50ul,N,,,,,,,,,,,Nicky Beaulieu,10/26/15,6/28/12,,,,,,,,,,,,,,
49024,50465,49024,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",1,468,E,8,,Y,Genomic DNA,2,>10ul and <=25ul,N,,,,302,Louella Dolar,11/12/09,Entered by LLD,,,,Gabriela Serra-Valente,4/10/18,6/28/12,,,,,,,,,,,,,,
49025,30900,49025,1,F1,"-80C upright freezer, Marine Mammal and Turtle DNA",10,195,D,9,,Y,Genomic DNA,4,>50ul,N,,,,,,,,,,,Dan Prosperi,7/2/12,6/28/12,,,,,,,,,,,,,,
49026,30901,49026,1,F1,"-80C upright freezer, Marine Mammal and Turtle DNA",10,195,E,1,,Y,Genomic DNA,4,>50ul,N,,,,,,,,,,,Gabriela Serra-Valente,6/10/19,6/28/12,61929,30901,11/17/18,Kelly Robertson,Victor Fluorometry,0,,,,,,Gabriela Serra-Valente,6/10/19,5/29/19
49026,50466,49026,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",1,468,E,9,,Y,Genomic DNA,2,>10ul and <=25ul,N,,,,302,Louella Dolar,11/12/09,Entered by LLD,,,,Gabriela Serra-Valente,6/10/19,6/28/12,61962,50466,11/17/18,Kelly Robertson,Victor Fluorometry,0,,,,,,Gabriela Serra-Valente,6/10/19,5/29/19
49026,105452,49026,1,F6,"-80C upright freezer, Marine Mammal and Turtle DNA",5,1036,B,7,52887,Y,Genomic DNA,3,>25ul and <=50ul,N,,,,2044,Kelly Robertson,11/26/18,,,,11/27/18,Alaina Harmon,2/9/22,11/27/18,58025,105452,11/27/18,Kelly Robertson,Victor Fluorometry,131.18,,,,,,Gabriela Serra-Valente,11/29/18,11/29/18
49027,30902,49027,1,F1,"-80C upright freezer, Marine Mammal and Turtle DNA",10,195,E,2,,Y,Genomic DNA,4,>50ul,N,,,,,,,,,,,Dan Prosperi,7/2/12,6/28/12,,,,,,,,,,,,,,
49028,30903,49028,1,F1,"-80C upright freezer, Marine Mammal and Turtle DNA",10,195,E,3,,Y,Genomic DNA,2,>10ul and <=25ul,N,,,reconstituted per BLH 7/15/2013,,,,,,,,Nicky Beaulieu,10/26/15,6/28/12,,,,,,,,,,,,,,
49028,50467,49028,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",1,468,F,1,,Y,Genomic DNA,4,>50ul,N,,,,302,Louella Dolar,11/12/09,Entered by LLD,,,,Gabriela Serra-Valente,4/10/18,6/28/12,,,,,,,,,,,,,,
49029,30904,49029,1,F1,"-80C upright freezer, Marine Mammal and Turtle DNA",10,195,E,4,,Y,Genomic DNA,4,>50ul,N,,,,,,,,,,,Dan Prosperi,7/2/12,6/28/12,,,,,,,,,,,,,,
49030,30905,49030,1,F1,"-80C upright freezer, Marine Mammal and Turtle DNA",10,195,E,5,,Y,Genomic DNA,4,>50ul,N,,,,,,,,,,,Dan Prosperi,7/2/12,6/28/12,,,,,,,,,,,,,,
49033,32908,49033,1,F1,"-80C upright freezer, Marine Mammal and Turtle DNA",11,207,E,2,,Y,Genomic DNA,4,>50ul,N,,,,,,,,,,,Dan Prosperi,7/2/12,6/28/12,,,,,,,,,,,,,,
49034,30908,49034,1,F1,"-80C upright freezer, Marine Mammal and Turtle DNA",10,195,E,8,,Y,Genomic DNA,4,>50ul,N,,,,,,,,,,,Dan Prosperi,7/2/12,6/28/12,,,,,,,,,,,,,,
49035,30909,49035,1,F1,"-80C upright freezer, Marine Mammal and Turtle DNA",10,195,E,9,,Y,Genomic DNA,4,>50ul,N,,,,,,,,,,,Nicky Beaulieu,10/26/15,6/28/12,,,,,,,,,,,,,,
49035,50468,49035,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",1,468,F,2,,Y,Genomic DNA,4,>50ul,N,,,,302,Louella Dolar,11/12/09,Entered by LLD,,,,Gabriela Serra-Valente,4/10/18,6/28/12,,,,,,,,,,,,,,
49036,30910,49036,1,F1,"-80C upright freezer, Marine Mammal and Turtle DNA",10,195,F,1,,Y,Genomic DNA,4,>50ul,N,,,,,,,,,,,Dan Prosperi,7/2/12,6/28/12,,,,,,,,,,,,,,
49037,30911,49037,1,F1,"-80C upright freezer, Marine Mammal and Turtle DNA",10,195,F,2,,Y,Genomic DNA,4,>50ul,N,,,,,,,,,,,Gabriela Serra-Valente,6/10/19,6/28/12,61930,30911,11/17/18,Kelly Robertson,Victor Fluorometry,0,,,,,,Gabriela Serra-Valente,6/10/19,5/29/19
49037,50469,49037,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",1,468,F,3,,Y,Genomic DNA,2,>10ul and <=25ul,N,,,,302,Louella Dolar,11/12/09,Entered by LLD,,,,Gabriela Serra-Valente,6/10/19,6/28/12,61963,50469,11/17/18,Kelly Robertson,Victor Fluorometry,4.75,,,,,,Gabriela Serra-Valente,6/10/19,5/29/19
49037,65090,49037,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",15,758,C,9,52898,Y,Genomic DNA,2,>10ul and <=25ul,N,,,,712,Louella Dolar,2/22/12,P ele for BLH,,,,Alaina Harmon,2/2/22,6/28/12,61983,65090,11/17/18,Kelly Robertson,Victor Fluorometry,71.23,,,,,,Gabriela Serra-Valente,6/10/19,5/29/19
49037,74029,49037,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",19,825,H,6,52898,Y,Genomic DNA,2,>10ul and <=25ul,N,,,,905,Louella Dolar,4/16/13,"P ele for BLH, others for KMR",,,4/26/13,Alaina Harmon,2/2/22,4/26/13,61999,74029,11/17/18,Kelly Robertson,Victor Fluorometry,116.14,,,,,,Gabriela Serra-Valente,6/10/19,5/29/19
49038,30912,49038,1,F1,"-80C upright freezer, Marine Mammal and Turtle DNA",10,195,F,3,,Y,Genomic DNA,4,>50ul,N,,,,,,,,,,,Dan Prosperi,7/2/12,6/28/12,,,,,,,,,,,,,,
49039,30913,49039,1,F1,"-80C upright freezer, Marine Mammal and Turtle DNA",10,195,F,4,,Y,Genomic DNA,4,>50ul,N,,,,,,,,,,,Dan Prosperi,7/2/12,6/28/12,,,,,,,,,,,,,,
49040,30914,49040,1,F1,"-80C upright freezer, Marine Mammal and Turtle DNA",10,195,F,5,,Y,Genomic DNA,4,>50ul,N,,,,,,,,,,,Dan Prosperi,7/2/12,6/28/12,,,,,,,,,,,,,,
49041,30915,49041,1,F1,"-80C upright freezer, Marine Mammal and Turtle DNA",10,195,F,6,,Y,Genomic DNA,4,>50ul,N,,,,,,,,,,,Dan Prosperi,7/2/12,6/28/12,,,,,,,,,,,,,,
49042,30916,49042,1,F1,"-80C upright freezer, Marine Mammal and Turtle DNA",10,195,F,7,,Y,Genomic DNA,4,>50ul,N,,,,,,,,,,,Dan Prosperi,7/2/12,6/28/12,,,,,,,,,,,,,,
49072,32939,49072,1,F1,"-80C upright freezer, Marine Mammal and Turtle DNA",11,207,H,6,,Y,Genomic DNA,4,>50ul,N,,,,,,,,,,,Nicky Beaulieu,10/26/15,6/28/12,,,,,,,,,,,,,,
49072,32940,49072,1,F1,"-80C upright freezer, Marine Mammal and Turtle DNA",11,207,H,7,,Y,Genomic DNA,4,>50ul,N,,,,,,,,,,,Nicky Beaulieu,10/26/15,6/28/12,,,,,,,,,,,,,,
49072,50470,49072,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",1,468,F,4,,Y,Genomic DNA,4,>50ul,N,,,,302,Louella Dolar,11/12/09,Entered by LLD,,,,Gabriela Serra-Valente,4/10/18,6/28/12,,,,,,,,,,,,,,
49073,30922,49073,1,F1,"-80C upright freezer, Marine Mammal and Turtle DNA",10,195,G,4,,Y,Genomic DNA,1,<=10ul,N,,,,,,,,,,,Nicky Beaulieu,10/26/15,6/28/12,,,,,,,,,,,,,,
49073,50471,49073,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",1,468,F,5,,Y,Genomic DNA,4,>50ul,N,,,,302,Louella Dolar,11/12/09,Entered by LLD,,,,Gabriela Serra-Valente,4/10/18,6/28/12,,,,,,,,,,,,,,
49074,30923,49074,1,F1,"-80C upright freezer, Marine Mammal and Turtle DNA",10,195,G,5,,Y,Genomic DNA,4,>50ul,N,,,,,,,,,,,Nicky Beaulieu,10/26/15,6/28/12,,,,,,,,,,,,,,
49074,50472,49074,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",1,468,F,6,,Y,Genomic DNA,2,>10ul and <=25ul,N,,,,302,Louella Dolar,11/12/09,Entered by LLD,,,,Gabriela Serra-Valente,4/10/18,6/28/12,,,,,,,,,,,,,,
49075,30924,49075,1,F1,"-80C upright freezer, Marine Mammal and Turtle DNA",10,195,G,6,,Y,Genomic DNA,4,>50ul,N,,,,,,,,,,,Nicky Beaulieu,10/26/15,6/28/12,,,,,,,,,,,,,,
49075,50473,49075,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",1,468,F,7,,Y,Genomic DNA,3,>25ul and <=50ul,N,,,,302,Louella Dolar,11/12/09,Entered by LLD,,,,Gabriela Serra-Valente,4/10/18,6/28/12,,,,,,,,,,,,,,
49076,30925,49076,1,F1,"-80C upright freezer, Marine Mammal and Turtle DNA",10,195,G,7,,Y,Genomic DNA,2,>10ul and <=25ul,N,,,,,,,,,,,Gabriela Serra-Valente,6/10/19,6/28/12,61931,30925,11/17/18,Kelly Robertson,Victor Fluorometry,0,,,,,,Gabriela Serra-Valente,6/10/19,5/29/19
49076,50474,49076,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",1,468,F,8,,Y,Genomic DNA,2,>10ul and <=25ul,N,,,,302,Louella Dolar,11/12/09,Entered by LLD,,,,Gabriela Serra-Valente,6/10/19,6/28/12,61964,50474,11/17/18,Kelly Robertson,Victor Fluorometry,2.68,,,,,,Gabriela Serra-Valente,6/10/19,5/29/19
49076,50474,49076,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",1,468,F,8,,Y,Genomic DNA,2,>10ul and <=25ul,N,,,,302,Louella Dolar,11/12/09,Entered by LLD,,,,Gabriela Serra-Valente,6/10/19,6/28/12,62024,50474,10/17/18,Kelly Robertson,Victor Fluorometry,2.68,,,,,,Gabriela Serra-Valente,6/10/19,5/29/19
49077,30926,49077,1,F1,"-80C upright freezer, Marine Mammal and Turtle DNA",10,195,G,8,,Y,Genomic DNA,4,>50ul,N,,,,,,,,,,,Nicky Beaulieu,10/26/15,6/28/12,,,,,,,,,,,,,,
49077,50475,49077,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",1,468,F,9,,Y,Genomic DNA,4,>50ul,N,,,,302,Louella Dolar,11/12/09,Entered by LLD,,,,Gabriela Serra-Valente,4/10/18,6/28/12,,,,,,,,,,,,,,
49078,30927,49078,1,F1,"-80C upright freezer, Marine Mammal and Turtle DNA",10,195,G,9,,Y,Genomic DNA,3,>25ul and <=50ul,N,,,,,,,,,,,Gabriela Serra-Valente,6/10/19,6/28/12,61932,30927,11/17/18,Kelly Robertson,Victor Fluorometry,0,,,,,,Gabriela Serra-Valente,6/10/19,5/29/19
49078,50476,49078,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",1,468,G,1,,Y,Genomic DNA,4,>50ul,N,,,,302,Louella Dolar,11/12/09,Entered by LLD,,,,Gabriela Serra-Valente,6/10/19,6/28/12,61965,50476,11/17/18,Kelly Robertson,Victor Fluorometry,0.91,,,,,,Gabriela Serra-Valente,6/10/19,5/29/19
49078,105453,49078,1,F6,"-80C upright freezer, Marine Mammal and Turtle DNA",5,1036,B,8,52939,Y,Genomic DNA,3,>25ul and <=50ul,N,,,,2044,Kelly Robertson,11/26/18,,,,11/27/18,Alaina Harmon,2/9/22,11/27/18,58011,105453,11/27/18,Kelly Robertson,Victor Fluorometry,94.69,,,,,,Gabriela Serra-Valente,11/29/18,11/29/18
49079,30928,49079,1,F1,"-80C upright freezer, Marine Mammal and Turtle DNA",10,195,H,1,,Y,Genomic DNA,2,>10ul and <=25ul,N,,,,,,,,,,,Nicky Beaulieu,10/26/15,6/28/12,,,,,,,,,,,,,,
49079,50477,49079,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",1,468,G,2,,Y,Genomic DNA,4,>50ul,N,,,,302,Louella Dolar,11/12/09,Entered by LLD,,,,Gabriela Serra-Valente,4/10/18,6/28/12,,,,,,,,,,,,,,
49080,30929,49080,1,F1,"-80C upright freezer, Marine Mammal and Turtle DNA",10,195,H,2,,Y,Genomic DNA,3,>25ul and <=50ul,N,,,,,,,,,,,Nicky Beaulieu,10/26/15,6/28/12,,,,,,,,,,,,,,
49080,50478,49080,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",1,468,G,3,,Y,Genomic DNA,4,>50ul,N,,,,302,Louella Dolar,11/12/09,Entered by LLD,,,,Gabriela Serra-Valente,4/10/18,6/28/12,,,,,,,,,,,,,,
49081,32941,49081,1,F1,"-80C upright freezer, Marine Mammal and Turtle DNA",11,207,H,8,,Y,Genomic DNA,4,>50ul,N,,,,,,,,,,,Gabriela Serra-Valente,6/10/19,6/28/12,61940,32941,11/17/18,Kelly Robertson,Victor Fluorometry,0,,,,,,Gabriela Serra-Valente,6/10/19,5/29/19
49081,32942,49081,1,F1,"-80C upright freezer, Marine Mammal and Turtle DNA",11,207,H,9,,Y,Genomic DNA,4,>50ul,N,,,,,,,,,,,Gabriela Serra-Valente,6/10/19,6/28/12,61941,32942,11/17/18,Kelly Robertson,Victor Fluorometry,1.44,,,,,,Gabriela Serra-Valente,6/10/19,5/29/19
49081,50479,49081,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",1,468,G,4,,Y,Genomic DNA,4,>50ul,N,,,,303,Louella Dolar,11/17/09,Entered by LLD,,,,Gabriela Serra-Valente,6/10/19,6/28/12,61966,50479,11/17/18,Kelly Robertson,Victor Fluorometry,1.54,,,,,,Gabriela Serra-Valente,6/10/19,5/29/19
49081,105454,49081,1,F6,"-80C upright freezer, Marine Mammal and Turtle DNA",5,1036,B,9,52943,Y,Genomic DNA,3,>25ul and <=50ul,N,,,,2044,Kelly Robertson,11/26/18,,,,11/27/18,Alaina Harmon,2/9/22,11/27/18,58030,105454,11/27/18,Kelly Robertson,Victor Fluorometry,68.63,,,,,,Gabriela Serra-Valente,11/29/18,11/29/18
49082,30930,49082,1,F1,"-80C upright freezer, Marine Mammal and Turtle DNA",10,195,H,3,,Y,Genomic DNA,3,>25ul and <=50ul,N,,,,,,,,,,,Gabriela Serra-Valente,6/10/19,6/28/12,61933,30930,11/17/18,Kelly Robertson,Victor Fluorometry,0,,,,,,Gabriela Serra-Valente,6/10/19,5/29/19
49082,50480,49082,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",1,468,G,5,,Y,Genomic DNA,4,>50ul,N,,,,303,Louella Dolar,11/17/09,Entered by LLD,,,,Gabriela Serra-Valente,6/10/19,6/28/12,61967,50480,11/17/18,Kelly Robertson,Victor Fluorometry,5.03,,,,,,Gabriela Serra-Valente,6/10/19,5/29/19
49082,74030,49082,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",19,825,H,7,52944,Y,Genomic DNA,2,>10ul and <=25ul,N,,,,905,Louella Dolar,4/16/13,"P ele for BLH, others for KMR",,,4/26/13,Alaina Harmon,2/2/22,4/26/13,62000,74030,11/17/18,Kelly Robertson,Victor Fluorometry,112.64,,,,,,Gabriela Serra-Valente,6/10/19,5/29/19
50885,31345,50885,1,F1,"-80C upright freezer, Marine Mammal and Turtle DNA",10,197,F,8,,Y,Genomic DNA,2,>10ul and <=25ul,N,,,reconstituted per BLH 7/15/2013,,,,,,,,Nicky Beaulieu,10/26/15,6/28/12,,,,,,,,,,,,,,
50885,50481,50885,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",1,468,G,6,,Y,Genomic DNA,4,>50ul,N,,,,303,Louella Dolar,11/17/09,Entered by LLD,,,,Gabriela Serra-Valente,4/10/18,6/28/12,,,,,,,,,,,,,,
50885,65091,50885,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",15,758,D,1,55782,Y,Genomic DNA,2,>10ul and <=25ul,N,,,,712,Louella Dolar,2/22/12,P ele for BLH,,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
50885,74031,50885,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",19,825,H,8,55782,Y,Genomic DNA,1,<=10ul,N,,,,905,Louella Dolar,4/16/13,"P ele for BLH, others for KMR",,,4/26/13,Alaina Harmon,2/2/22,4/26/13,,,,,,,,,,,,,,
50885,103631,50885,1,F6,"-80C upright freezer, Marine Mammal and Turtle DNA",5,1027,J,8,55782,Y,Genomic DNA,2,>10ul and <=25ul,N,,,,2005,Kelly Robertson,9/4/18,,,,9/10/18,Alaina Harmon,2/9/22,9/10/18,,,,,,,,,,,,,,
50886,30936,50886,1,F1,"-80C upright freezer, Marine Mammal and Turtle DNA",10,195,H,9,,Y,Genomic DNA,2,>10ul and <=25ul,N,,,reconstituted per BLH 7/15/2013,,,,,,,,Nicky Beaulieu,10/26/15,6/28/12,,,,,,,,,,,,,,
50886,50482,50886,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",1,468,G,7,,Y,Genomic DNA,4,>50ul,N,,,,303,Louella Dolar,11/17/09,Entered by LLD,,,,Gabriela Serra-Valente,4/10/18,6/28/12,,,,,,,,,,,,,,
50886,65092,50886,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",15,758,D,2,55783,Y,Genomic DNA,1,<=10ul,N,,,,712,Louella Dolar,2/22/12,P ele for BLH,,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
50887,30937,50887,1,F1,"-80C upright freezer, Marine Mammal and Turtle DNA",10,195,I,1,,Y,Genomic DNA,4,>50ul,N,,,,,,,,,,,Nicky Beaulieu,10/26/15,6/28/12,,,,,,,,,,,,,,
50887,50483,50887,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",1,468,G,8,,Y,Genomic DNA,3,>25ul and <=50ul,N,,,,303,Louella Dolar,11/17/09,Entered by LLD,,,,Gabriela Serra-Valente,4/10/18,6/28/12,,,,,,,,,,,,,,
50888,30938,50888,1,F1,"-80C upright freezer, Marine Mammal and Turtle DNA",10,195,I,2,,Y,Genomic DNA,2,>10ul and <=25ul,N,,,,,,,,,,,Nicky Beaulieu,10/26/15,6/28/12,,,,,,,,,,,,,,
50888,50484,50888,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",1,468,G,9,,Y,Genomic DNA,4,>50ul,N,,,,303,Louella Dolar,11/17/09,Entered by LLD,,,,Gabriela Serra-Valente,4/10/18,6/28/12,,,,,,,,,,,,,,
50888,57174,50888,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",11,664,H,1,,Y,Genomic DNA,2,>10ul and <=25ul,N,,,,450,Louella Dolar,10/12/10,,,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
50889,30939,50889,1,F1,"-80C upright freezer, Marine Mammal and Turtle DNA",10,195,I,3,,Y,Genomic DNA,2,>10ul and <=25ul,N,,,reconstituted per BLH 7/15/2013,,,,,,,,Nicky Beaulieu,10/26/15,6/28/12,,,,,,,,,,,,,,
50889,50485,50889,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",1,468,H,1,,Y,Genomic DNA,4,>50ul,N,,,,303,Louella Dolar,11/17/09,Entered by LLD,,,,Gabriela Serra-Valente,4/10/18,6/28/12,,,,,,,,,,,,,,
50889,65093,50889,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",15,758,D,3,55786,Y,Genomic DNA,2,>10ul and <=25ul,N,,,,712,Louella Dolar,2/22/12,P ele for BLH,,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
50890,50486,50890,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",1,468,H,2,,Y,Genomic DNA,2,>10ul and <=25ul,N,,,,303,Louella Dolar,11/17/09,Entered by LLD,,,,Gabriela Serra-Valente,4/10/18,6/28/12,,,,,,,,,,,,,,
50891,50487,50891,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",1,468,H,3,,Y,Genomic DNA,1,<=10ul,N,,,,303,Louella Dolar,11/17/09,Entered by LLD,,,,Gabriela Serra-Valente,4/10/18,6/28/12,,,,,,,,,,,,,,
50892,30940,50892,1,F1,"-80C upright freezer, Marine Mammal and Turtle DNA",10,195,I,4,,Y,Genomic DNA,2,>10ul and <=25ul,N,,,,,,,,,,,Nicky Beaulieu,10/26/15,6/28/12,,,,,,,,,,,,,,
50892,50488,50892,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",1,468,H,4,,Y,Genomic DNA,3,>25ul and <=50ul,N,,,,303,Louella Dolar,11/17/09,Entered by LLD,,,,Gabriela Serra-Valente,4/10/18,6/28/12,,,,,,,,,,,,,,
50893,30941,50893,1,F1,"-80C upright freezer, Marine Mammal and Turtle DNA",10,195,I,5,,Y,Genomic DNA,4,>50ul,N,,,,,,,,,,,Nicky Beaulieu,10/26/15,6/28/12,,,,,,,,,,,,,,
50893,50489,50893,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",1,468,H,5,,Y,Genomic DNA,2,>10ul and <=25ul,N,,,,303,Louella Dolar,11/17/09,Entered by LLD,,,,Gabriela Serra-Valente,4/10/18,6/28/12,,,,,,,,,,,,,,
50894,30942,50894,1,F1,"-80C upright freezer, Marine Mammal and Turtle DNA",10,195,I,6,,Y,Genomic DNA,3,>25ul and <=50ul,N,,,,,,,,,,,Nicky Beaulieu,10/26/15,6/28/12,,,,,,,,,,,,,,
